id,category,question,correct_answer,explanation,options_json,image_paths_json,archive_url
696,Safe and Responsible Driving,"When approaching the pedestrian crossing, what should the driver do in this situation?",Slow down in good time and be prepared to stop.,"When there are pedestrians at or near a zebra crossing, you should slow down on approach and be prepared to stop to allow the pedestrians to cross safely.","[{""index"": 0, ""text"": ""Maintain speed, because the pedestrians have not stepped on to the crossing."", ""is_correct"": false}, {""index"": 1, ""text"": ""Continue to drive on fast because the pedestrians have to wait."", ""is_correct"": false}, {""index"": 2, ""text"": ""Slow down in good time and be prepared to stop."", ""is_correct"": true}, {""index"": 3, ""text"": ""Sound the horn to draw attention to your vehicle and continue to drive at the same speed."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_sE5Ez.png""]",https://web.archive.org/web/20200225201528id_/http://theory-tester.com:80/questions/696
697,Safe and Responsible Driving,What should the driver do in this situation?,The driver must yield to the yellow car on the roundabout.,"When you reach the roundabout, you must give way to traffic approaching from the right ? unless signs, road markings or traffic lights tell you otherwise.","[{""index"": 0, ""text"": ""As the driver is entering the roundabout they have right of way."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver may proceed onto the roundabout in front of the yellow car."", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver must wait for the yellow car to stop."", ""is_correct"": false}, {""index"": 3, ""text"": ""The driver must yield to the yellow car on the roundabout."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_1oKgq.png""]",https://web.archive.org/web/20200130215618id_/http://theory-tester.com:80/questions/697
698,Safe and Responsible Driving,What should the car driver do in this situation?,The car driver must allow the motorcycle to proceed.,"When you are turning right from a major road to a minor road, you must yield to oncoming traffic. You should proceed only when it is safe to do so.","[{""index"": 0, ""text"": ""The car driver must allow the motorcycle to proceed."", ""is_correct"": true}, {""index"": 1, ""text"": ""The car driver is not allowed to turn right."", ""is_correct"": false}, {""index"": 2, ""text"": ""The car driver may proceed first."", ""is_correct"": false}, {""index"": 3, ""text"": ""The car driver must allow the bus to proceed."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_Bj9tb.png""]",https://web.archive.org/web/20200225234711id_/http://theory-tester.com:80/questions/698
699,Safe and Responsible Driving,What should the driver do in this situation?,The driver may turn in front of the other two cars.,"When you are turning right from a major road to a minor road, you must yield to oncoming traffic and only proceed when it is safe to do so. However, the drivers on the minor roads must give way to the traffic on the major road.","[{""index"": 0, ""text"": ""The driver must allow the red car to proceed."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver must allow the blue car to proceed."", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver may turn in front of the other two cars."", ""is_correct"": true}, {""index"": 3, ""text"": ""The driver must stop and allow all other traffic to proceed."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_gYSEY.png""]",https://web.archive.org/web/20200130220311id_/http://theory-tester.com:80/questions/699
700,Safe and Responsible Driving,What should a driver be alert to in this area?,Pedestrians may cross between parked cars.,"When driving in a built-up area, you should drive with caution and be prepared to react to pedestrians crossing from between parked vehicles.","[{""index"": 0, ""text"": ""There may be refuse bins between the parked vehicles."", ""is_correct"": false}, {""index"": 1, ""text"": ""Pedestrians may be hitch-hiking."", ""is_correct"": false}, {""index"": 2, ""text"": ""Pedestrians may cross between parked cars."", ""is_correct"": true}, {""index"": 3, ""text"": ""Parked vehicles may have trailers attached."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_9flx6.png""]",https://web.archive.org/web/20200225234716id_/http://theory-tester.com:80/questions/700
701,Safe and Responsible Driving,What should the driver do if there are children playing at the edge of the roadway?,"Reduce speed, drive cautiously and remain ready to brake.","Because it is difficult to predict children's behaviour, you should always be prepared to react to a change in the traffic situation and be prepared to stop.","[{""index"": 0, ""text"": ""Reduce speed, drive cautiously and remain ready to brake."", ""is_correct"": true}, {""index"": 1, ""text"": ""Accelerate and move to the right-hand side of the road to avoid the children."", ""is_correct"": false}, {""index"": 2, ""text"": ""Give a warning signal and drive past at the same speed."", ""is_correct"": false}, {""index"": 3, ""text"": ""Maintain the same speed because the children can see an oncoming vehicle quite clearly at this point."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_Wf1Hy.png""]",https://web.archive.org/web/20200130220923id_/http://theory-tester.com:80/questions/701
702,Safe and Responsible Driving,What should the driver do in this situation?,The driver must allow the blue truck to proceed.,"When you are turning right from a major road to a minor road, you must yield to oncoming traffic and proceed only when it is safe to do so. You should also be aware that there might be emerging from the minor road.","[{""index"": 0, ""text"": ""The driver must allow the red car to proceed."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver may proceed first."", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver is not allowed to turn right."", ""is_correct"": false}, {""index"": 3, ""text"": ""The driver must allow the blue truck to proceed."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_eSwTt.png""]",https://web.archive.org/web/20200225202521id_/http://theory-tester.com:80/questions/702
703,Safe and Responsible Driving,What should a driver be conscious of in this situation?,People crossing the street at the rear of the bus.,"You should always read the road ahead and be prepared to react to the changing traffic situation. In particular, you should be aware that pedestrians might emerge at the rear of the bus. In this situation you should also look out for pedestrians making their way towards the waiting Bus","[{""index"": 0, ""text"": ""The bus driver will always signal before moving off."", ""is_correct"": false}, {""index"": 1, ""text"": ""Traffic emerging from the street on the left."", ""is_correct"": false}, {""index"": 2, ""text"": ""People crossing the street at the rear of the bus."", ""is_correct"": true}, {""index"": 3, ""text"": ""The bus may start to reverse."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_6dcE8.png""]",https://web.archive.org/web/20200225203533id_/http://theory-tester.com:80/questions/703
704,Safe and Responsible Driving,"The silver car is overtaking the parked red car, what should the driver do in this situation?",Reduce speed considerably and be ready to stop.,You should read the road and be extra careful while driving through an area where children might be playing. When a ball bounces out on the road you should expect that a child might follow to retrieve the ball.,"[{""index"": 0, ""text"": ""The driver should drive on if he does not hit the ball."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver should drive on at the same speed."", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver should move closer to the red car."", ""is_correct"": false}, {""index"": 3, ""text"": ""Reduce speed considerably and be ready to stop."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_MtrDX.png""]",https://web.archive.org/web/20200130215718id_/http://theory-tester.com:80/questions/704
705,Safe and Responsible Driving,The driver is following these two vehicles and wishes to overtake - what must the driver consider before overtaking here?,The driver's field of view is not good enough to allow safe overtaking.,"You should always make sure that the road ahead is clear so that there is enough distance to allow you to overtake and get back to the correct side of the road without forcing any other road user to alter speed or course. In this case, the brow of the hill is too close to allow a driver to overtake safely.","[{""index"": 0, ""text"": ""The driver of the silver car may decide to turn right."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver should overtake both vehicles together."", ""is_correct"": false}, {""index"": 2, ""text"": ""The driver's field of view is not good enough to allow safe overtaking."", ""is_correct"": true}, {""index"": 3, ""text"": ""The roadway markings forbid overtaking here."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_qhkpA.png""]",https://web.archive.org/web/20200225234010id_/http://theory-tester.com:80/questions/705
706,Safe and Responsible Driving,What should a driver be aware of when approaching a vehicle which is attempting to park?,That the vehicle being parked may move out without warning.,"When you approach a vehicle that is being parked on the roadway, you should be aware that its driver will probably be concentrating on parking the vehicle and may not be aware of moving out into the road to correct its position.","[{""index"": 0, ""text"": ""That the vehicle being parked may move out without warning."", ""is_correct"": true}, {""index"": 1, ""text"": ""The driver may have to stop and assist the driver parking the vehicle."", ""is_correct"": false}, {""index"": 2, ""text"": ""That there may be a driveway at the point where the vehicle is parking."", ""is_correct"": false}, {""index"": 3, ""text"": ""The vehicle may be parking at an area designated for loading."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_MBz2z.png""]",https://web.archive.org/web/20200130214852id_/http://theory-tester.com:80/questions/706
707,Characteristics of Various Types of Road,What should a driver do before starting a journey on which they will encounter a tunnel?,Check the tunnel height before starting the journey.,"You should know height of your vehicle and the load you are carrying, and plan your route accordingly. Always read the road ahead and watch for warning signs about height restrictions. These may relate to tunnels, low bridges or car park entrances.","[{""index"": 0, ""text"": ""Check the tunnel height before starting the journey."", ""is_correct"": true}, {""index"": 1, ""text"": ""Check the tachograph to find out height of the vehicle."", ""is_correct"": false}, {""index"": 2, ""text"": ""Carry extra fuel containers in the cab."", ""is_correct"": false}, {""index"": 3, ""text"": ""Disengage the global positioning system."", ""is_correct"": false}]",[],https://web.archive.org/web/20200225201138id_/http://theory-tester.com:80/questions/707
708,Safe and Responsible Driving,What should the driver do?,The driver should allow the yellow car to proceed.,At a cross junction of equal importance the traffic approaching from the right has priority. It is important to understand that the right of way is not an absolute right. You must proceed with caution while showing regard for other road users.,"[{""index"": 0, ""text"": ""The driver should allow the oncoming cyclist to turn first."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver should allow the yellow car to proceed."", ""is_correct"": true}, {""index"": 2, ""text"": ""The driver must stop and yield to all traffic."", ""is_correct"": false}, {""index"": 3, ""text"": ""The driver may turn left first."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_II6eN.png""]",https://web.archive.org/web/20200130215723id_/http://theory-tester.com:80/questions/708
709,Safe and Responsible Driving,A driver wants to pull out of a driveway and turn right onto the road. At the same time a cyclist is approaching from the right and a pedestrian wants to cross. Who must wait?,The driver must wait.,"By law you must give way to other road users, including pedestrians and cyclists, when you are entering or leaving a driveway.","[{""index"": 0, ""text"": ""The pedestrian and the cyclist must wait."", ""is_correct"": false}, {""index"": 1, ""text"": ""The driver must wait."", ""is_correct"": true}, {""index"": 2, ""text"": ""The cyclist must wait."", ""is_correct"": false}, {""index"": 3, ""text"": ""The pedestrian must wait."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_tZq7f.png""]",https://web.archive.org/web/20200130215728id_/http://theory-tester.com:80/questions/709
710,Safe and Responsible Driving,What action should the driver take?,Stop at the Stop line.,"By law you must stop at a Stop line (or at a Stop sign if there is no Stop line), and wait for other traffic to clear before proceeding.","[{""index"": 0, ""text"": ""Proceed in front of the bus."", ""is_correct"": false}, {""index"": 1, ""text"": ""Signal the bus to proceed."", ""is_correct"": false}, {""index"": 2, ""text"": ""Proceed in front of the cyclist."", ""is_correct"": false}, {""index"": 3, ""text"": ""Stop at the Stop line."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_98JFT.png""]",https://web.archive.org/web/20200203150423id_/http://theory-tester.com:80/questions/710
711,Managing Risk,What should a driver do if their vehicle breaks down or they are involved in a collision in a tunnel?,Switch on hazard warning lights and walk to emergency station to call for help.,"If your vehicle breaks down or is involved in a collision in a tunnel, switch on your hazard warning lights, switch off your engine, go to an emergency station and use the emergency phone to alert the tunnel operator.","[{""index"": 0, ""text"": ""Switch off all lights and remain in vehicle until help arrives."", ""is_correct"": false}, {""index"": 1, ""text"": ""Beckon other traffic to overtake."", ""is_correct"": false}, {""index"": 2, ""text"": ""Signal all other traffic to stop."", ""is_correct"": false}, {""index"": 3, ""text"": ""Switch on hazard warning lights and walk to emergency station to call for help."", ""is_correct"": true}]",[],https://web.archive.org/web/20250909214101id_/http://theory-tester.com/questions/711
712,Managing Risk,What should a driver do if their vehicle breaks down in a tunnel?,Use the emergency telephone to call for help.,"If your vehicle breaks down or is involved in a collision in a tunnel, switch on your hazard warning lights, switch off your engine, go to an emergency station and use the emergency phone to alert the tunnel operator.","[{""index"": 0, ""text"": ""Wait in the vehicle until help arrives."", ""is_correct"": false}, {""index"": 1, ""text"": ""Flag down a passing motorist and ask for help."", ""is_correct"": false}, {""index"": 2, ""text"": ""Walk to the end of the tunnel and call the Gardaí."", ""is_correct"": false}, {""index"": 3, ""text"": ""Use the emergency telephone to call for help."", ""is_correct"": true}]",[],https://web.archive.org/web/20251005154624id_/http://theory-tester.com/questions/712
713,Managing Risk,What should a driver do if their vehicle goes on fire in a tunnel?,Leave the vehicle and follow the emergency escape route.,"If your vehicle goes on fire in a tunnel, you should stop the vehicle as soon as possible, evacuate any passengers to a safe place, go to an emergency station and use the emergency phone to alert the tunnel operator.","[{""index"": 0, ""text"": ""Drive to the nearest fire exit."", ""is_correct"": false}, {""index"": 1, ""text"": ""Drive to the nearest emergency station."", ""is_correct"": false}, {""index"": 2, ""text"": ""Leave the vehicle and follow the emergency escape route."", ""is_correct"": true}, {""index"": 3, ""text"": ""Leave the vehicle and use the fire extinguishers provided in the tunnel to extinguish the fire."", ""is_correct"": false}]",[],https://web.archive.org/web/20250815080137id_/http://theory-tester.com/questions/713
714,Safe and Responsible Driving,Why might it be dangerous to drive on a poorly-lit street?,It may be difficult to make out poorly lit vehicles in the dark areas.,"When you are driving along a poorly-lit street, you should take extra care and be prepared to react to hazards such as unlit parked vehicles.","[{""index"": 0, ""text"": ""Drivers can only see the traffic coming against them."", ""is_correct"": false}, {""index"": 1, ""text"": ""It may be difficult to make out poorly lit vehicles in the dark areas."", ""is_correct"": true}, {""index"": 2, ""text"": ""Drivers can only see the traffic in front of them."", ""is_correct"": false}, {""index"": 3, ""text"": ""Traffic lights will not be working."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_5nUU5.png""]",https://web.archive.org/web/20200130215207id_/http://theory-tester.com:80/questions/714
715,Safe and Responsible Driving,The driver intends to turn right at this junction - what should the driver do?,Stop at the line.,You must stop at the line where a junction is controlled by a Stop sign and Stop line. Do not proceed until it is safe to do so.,"[{""index"": 0, ""text"": ""Proceed in front of the motorcycle and the bus."", ""is_correct"": false}, {""index"": 1, ""text"": ""Stop in front of the motorcycle."", ""is_correct"": false}, {""index"": 2, ""text"": ""Stop in front of the bus."", ""is_correct"": false}, {""index"": 3, ""text"": ""Stop at the line."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_4E7eI.png""]",https://web.archive.org/web/20200225203653id_/http://www.theory-tester.com:80/questions/715
716,Safe and Responsible Driving,What danger should a driver allow for over the brow of this hill?,There may be a slow moving vehicle in your lane.,On the approach to the brow of a hill you should be extra careful and be prepared to react to a change in the traffic situation.,"[{""index"": 0, ""text"": ""There may be a bus stop ahead."", ""is_correct"": false}, {""index"": 1, ""text"": ""Traffic calming measures may apply."", ""is_correct"": false}, {""index"": 2, ""text"": ""There may be no road markings ahead."", ""is_correct"": false}, {""index"": 3, ""text"": ""There may be a slow moving vehicle in your lane."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_psbYX.png""]",https://web.archive.org/web/20200130214857id_/http://theory-tester.com:80/questions/716
717,Safety Factors Relating to Vehicle and Persons Carried,Are children allowed to be left unattended in a vehicle?,Children should never be left unattended in a vehicle.,"Children must not be left unattended in a vehicle, even for a short period of time. Children might interfere with the vehicle's controls, and would not be able to deal with an emergency situation, such as a fire or electrical malfunction which could result in serious injury or death.","[{""index"": 0, ""text"": ""Only when the vehicle is not parked on a hill."", ""is_correct"": false}, {""index"": 1, ""text"": ""Only when the vehicle is parked in a supervised car park."", ""is_correct"": false}, {""index"": 2, ""text"": ""Children should never be left unattended in a vehicle."", ""is_correct"": true}, {""index"": 3, ""text"": ""Only when there is adequate ventilation."", ""is_correct"": false}]",[],https://web.archive.org/web/20200130215623id_/http://theory-tester.com:80/questions/717
718,Safe and Responsible Driving,What danger should a driver allow for over the brow of this hill?,There may be oncoming pedestrians.,On the approach to the brow of a hill you should be extra careful and be prepared to react to a change in the traffic situation.,"[{""index"": 0, ""text"": ""There may be oncoming pedestrians."", ""is_correct"": true}, {""index"": 1, ""text"": ""Traffic calming measures may apply."", ""is_correct"": false}, {""index"": 2, ""text"": ""A high-sided vehicle may be approaching."", ""is_correct"": false}, {""index"": 3, ""text"": ""There may be no road markings."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_ARYip.png""]",https://web.archive.org/web/20221208011219id_/http://theory-tester.com/questions/718
719,Safe and Responsible Driving,What danger should a driver allow for over the brow of this hill?,There may be livestock on the road.,On approach to the brow of a hill you should be extra careful and be prepared to react to a change in the traffic situation.,"[{""index"": 0, ""text"": ""There may be livestock on the road."", ""is_correct"": true}, {""index"": 1, ""text"": ""There may be a bus stop ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Safety cameras may be in operation."", ""is_correct"": false}, {""index"": 3, ""text"": ""There may be no road markings."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_RRdGd.png""]",https://web.archive.org/web/20200130214242id_/http://theory-tester.com:80/questions/719
720,Safe and Responsible Driving,What danger should a driver allow for over the brow of this hill?,There may be hedge-cutting taking place.,On the approach to the brow of a hill you should be extra careful and be prepared to react to a change in the traffic situation.,"[{""index"": 0, ""text"": ""There may be hedge-cutting taking place."", ""is_correct"": true}, {""index"": 1, ""text"": ""There may be a pelican crossing ahead."", ""is_correct"": false}, {""index"": 2, ""text"": ""Traffic calming measures may apply."", ""is_correct"": false}, {""index"": 3, ""text"": ""A high-sided vehicle may be approaching."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_V3Etx.png""]",https://web.archive.org/web/20200130214247id_/http://theory-tester.com:80/questions/720
721,Managing Risk,"In this situation, what should the driver in the right-hand lane of the dual carriageway be aware of?",Crosswinds may blow the rider into their path.,"When driving in wet and windy conditions, a driver should be aware that these conditions can affect the stability of vulnerable road users such as motorcyclists or cyclists. These road users may be blown into the driver’s path particularly in open and exposed areas.","[{""index"": 0, ""text"": ""Oncoming traffic."", ""is_correct"": false}, {""index"": 1, ""text"": ""Increased visibility."", ""is_correct"": false}, {""index"": 2, ""text"": ""The motorcyclist may perform a U-turn."", ""is_correct"": false}, {""index"": 3, ""text"": ""Crosswinds may blow the rider into their path."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_714MI.png""]",https://web.archive.org/web/20251207151236id_/http://theory-tester.com/questions/721
722,Managing Risk,What should a driver do if dazzled by lights at night reflecting in their interior mirror?,Temporarily adjust the angle of the mirror.,"If the lights of following traffic reflecting in your interior mirror are dazzling you, activate the night driving/anti dazzle mode. If the vehicle is not equipped with this feature drivers should temporarily adjust the angle of the interior mirror to relieve the glare and allow them to drive without distraction.","[{""index"": 0, ""text"": ""Switch on the rear fog lights."", ""is_correct"": false}, {""index"": 1, ""text"": ""Switch on hazard lights."", ""is_correct"": false}, {""index"": 2, ""text"": ""Temporarily adjust the angle of the mirror."", ""is_correct"": true}, {""index"": 3, ""text"": ""Adjust the mirror to reflect the light back towards the following driver."", ""is_correct"": false}]",[],https://web.archive.org/web/20251113083547id_/http://theory-tester.com/questions/722
723,Managing Risk,"What lights should be shown on a parked car, tractor or works vehicle at night on an unlit public road?",At least one side lamp front and rear on the side nearest the centre of the road.,"When leaving a vehicle on an unlit public road at night this creates a potential danger for other road users. Drivers should therefore leave side/parking lights on, so that the vehicle can be seen by other road users. Drivers should not leave headlights on when parked as this may cause other road users to become disoriented.","[{""index"": 0, ""text"": ""At least one side lamp front and rear on the side nearest the centre of the road."", ""is_correct"": true}, {""index"": 1, ""text"": ""Tail lights only."", ""is_correct"": false}, {""index"": 2, ""text"": ""Dipped headlights."", ""is_correct"": false}, {""index"": 3, ""text"": ""At least one side lamp front and rear on the side nearest the kerb."", ""is_correct"": false}]",[],https://web.archive.org/web/20250814132535id_/http://theory-tester.com/questions/723
724,Managing Risk,When are children allowed to stand with their heads up through an open sun roof?,Children are never allowed to do so.,"When carrying children in a car or goods vehicle, it is the driver’s responsibility to make sure that they are suitably restrained.","[{""index"": 0, ""text"": ""When they are aged more than 12 years."", ""is_correct"": false}, {""index"": 1, ""text"": ""Children are never allowed to do so."", ""is_correct"": true}, {""index"": 2, ""text"": ""When travelling at speeds below 30 km/h."", ""is_correct"": false}, {""index"": 3, ""text"": ""When they are wearing eye protection."", ""is_correct"": false}]",[],https://web.archive.org/web/20260314132912id_/http://theory-tester.com/questions/724
725,Safe and Responsible Driving,"When driving on this one-way street with vehicles parked on both sides, what should a driver be prepared for?",A vehicle door may open on either side of the street.,"When driving on a one-way street, you should be extra careful and should be prepared to react to a change in the traffic situation.","[{""index"": 0, ""text"": ""The truck may be a left-hand drive vehicle."", ""is_correct"": false}, {""index"": 1, ""text"": ""The truck may not have proper markings."", ""is_correct"": false}, {""index"": 2, ""text"": ""Oncoming traffic as the driver overtakes the truck."", ""is_correct"": false}, {""index"": 3, ""text"": ""A vehicle door may open on either side of the street."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_eZHtd.png""]",https://web.archive.org/web/20200130215341id_/http://theory-tester.com:80/questions/725
726,Safe and Responsible Driving,"When driving on this one-way street with vehicles parked on both sides, what should a driver be prepared for?",Pedestrians crossing between the vehicles.,"When driving on a one-way street, you should be extra careful and be prepared to react to a change in the traffic situation.","[{""index"": 0, ""text"": ""Oncoming traffic as the driver overtakes the truck."", ""is_correct"": false}, {""index"": 1, ""text"": ""The truck may be a left-hand drive vehicle."", ""is_correct"": false}, {""index"": 2, ""text"": ""The truck may not have proper markings."", ""is_correct"": false}, {""index"": 3, ""text"": ""Pedestrians crossing between the vehicles."", ""is_correct"": true}]","[""data/assets/img/quiz-img/a_U4GNM.png""]",https://web.archive.org/web/20200220222932id_/http://theory-tester.com:80/questions/726
727,Safe and Responsible Driving,Why must a driver be particularly careful here?,Because there is an increased danger of skidding.,"Where there are fallen leaves on the road surface, your tyres might have reduced grip on the road surface and your braking distances might be greater.","[{""index"": 0, ""text"": ""Because there is an increased danger of skidding."", ""is_correct"": true}, {""index"": 1, ""text"": ""Because a vehicle could come from the left."", ""is_correct"": false}, {""index"": 2, ""text"": ""The vehicle coming from the right has the right of way."", ""is_correct"": false}, {""index"": 3, ""text"": ""The vehicle coming from the right is not required to signal."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_Xl9Q7.png""]",https://web.archive.org/web/20200221193856id_/http://theory-tester.com:80/questions/727
728,Managing Risk,"When driving a tractor and trailer, what should the driver do on entering a roundabout to avoid possible roll-over?",Reduce speed.,"Drivers should always drive at a speed which is safe. In particular, when changing direction, such as entering a roundabout. If driving a tractor with a trailer, extra care should be taken due to their instability.","[{""index"": 0, ""text"": ""Drive in a high gear."", ""is_correct"": false}, {""index"": 1, ""text"": ""Reduce speed."", ""is_correct"": true}, {""index"": 2, ""text"": ""Engage the parking brake."", ""is_correct"": false}, {""index"": 3, ""text"": ""Increase speed."", ""is_correct"": false}]",[],https://web.archive.org/web/20250909231307id_/http://theory-tester.com/questions/728
729,Safety Factors Relating to Vehicle and Persons Carried,"When attaching a trailer to their vehicle, what should a driver check?",That the load is evenly spread.,"Proper weight distribution helps to ensure the stability of both the towing vehicle and the trailer. In the trailer, the bulk of the load should be over the axles. If a heavy load is positioned at the front of the trailer, this will result in too much 'nose weight' on the hitch of the towing vehicle and make it difficult to steer. If a heavy load is positioned at the rear of the trailer, this will result in reduced weight on the rear axle of the towing vehicle, which will make it more unstable.","[{""index"": 0, ""text"": ""That the load is positioned to the front of the trailer and the trailer pin is tightly secured."", ""is_correct"": false}, {""index"": 1, ""text"": ""That the trailer has a spare wheel."", ""is_correct"": false}, {""index"": 2, ""text"": ""That the load is evenly spread."", ""is_correct"": true}, {""index"": 3, ""text"": ""That the trailer springs are well greased."", ""is_correct"": false}]",[],https://web.archive.org/web/20250814120149id_/http://theory-tester.com/questions/729
730,Managing Risk,What could a driver do in order to avoid excessive exhaust pollution from their vehicle?,Have the vehicle’s air filters changed regularly.,"Drivers should have their vehicle serviced regularly in accordance with the manufacturer’s guidelines. A vehicle with a dirty air filter uses more fuel and creates more exhaust pollution. Air filters should be changed as part of normal servicing. If a vehicle is used in dusty conditions, the air filter may need to be changed more often. More information is available in the vehicle owner’s handbook.","[{""index"": 0, ""text"": ""Drive a diesel powered vehicle."", ""is_correct"": false}, {""index"": 1, ""text"": ""Use a fuel additive to increase the fuel octane rating."", ""is_correct"": false}, {""index"": 2, ""text"": ""Have the vehicle’s air filters changed regularly."", ""is_correct"": true}, {""index"": 3, ""text"": ""Drive at a higher speed in order to reduce the time spent on the road."", ""is_correct"": false}]",[],https://web.archive.org/web/20250213064343id_/http://theory-tester.com/questions/730
731,Managing Risk,In general how regularly should a vehicle be serviced?,As per the manufacturer’s recommendation.,"Drivers should have their vehicle serviced regularly in accordance with the manufacturer’s guidelines. This helps the vehicle to perform properly, and as a result saves fuel and reduces emissions. In addition, drivers should also carry out their own daily and weekly checks on fluid levels and tyres.","[{""index"": 0, ""text"": ""As per the manufacturer’s recommendation."", ""is_correct"": true}, {""index"": 1, ""text"": ""Every 30,000 kilometres."", ""is_correct"": false}, {""index"": 2, ""text"": ""Once every year."", ""is_correct"": false}, {""index"": 3, ""text"": ""Every 30 months."", ""is_correct"": false}]",[],https://web.archive.org/web/20241213215652id_/http://theory-tester.com/questions/731
732,Managing Risk,What is the purpose of a catalytic converter?,To reduce harmful exhaust emissions.,"Catalytic converters are part of a vehicle’s exhaust system. They help to protect the environment by removing up to 75% of the carbon monoxide, nitrogen oxide and hydrocarbons from the vehicle’s exhaust.","[{""index"": 0, ""text"": ""To reduce harmful exhaust emissions."", ""is_correct"": true}, {""index"": 1, ""text"": ""To curb exhaust noise levels only on petrol-powered vehicles."", ""is_correct"": false}, {""index"": 2, ""text"": ""To allow the exhaust system to be reconditioned."", ""is_correct"": false}, {""index"": 3, ""text"": ""To curb exhaust noise levels only on diesel-powered vehicles."", ""is_correct"": false}]",[],https://web.archive.org/web/20250213061534id_/http://theory-tester.com/questions/732
733,Safe and Responsible Driving,What should a driver do in this situation?,Allow the pedestrian to cross the road.,"When approaching a zebra crossing, you must yield to pedestrians already on or about to cross the road.","[{""index"": 0, ""text"": ""Accelerate quickly to clear the crossing."", ""is_correct"": false}, {""index"": 1, ""text"": ""Allow the pedestrian to cross the road."", ""is_correct"": true}, {""index"": 2, ""text"": ""Sound the horn and drive on."", ""is_correct"": false}, {""index"": 3, ""text"": ""Continue ahead and overtake the blue van."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_ThDoQ.png""]",https://web.archive.org/web/20200130220522id_/http://theory-tester.com:80/questions/733
734,Safe and Responsible Driving,What should a driver be aware of in this situation?,A dangerous right-hand bend ahead.,You should always read the road ahead and be prepared to react to changing traffic situations ? in this case paying attention to the warning sign clearly indicating a right-hand bend ahead.,"[{""index"": 0, ""text"": ""A sharp dip in the road ahead."", ""is_correct"": false}, {""index"": 1, ""text"": ""A dangerous right-hand bend ahead."", ""is_correct"": true}, {""index"": 2, ""text"": ""A minor road to the right ahead."", ""is_correct"": false}, {""index"": 3, ""text"": ""A minor road to the left ahead."", ""is_correct"": false}]","[""data/assets/img/quiz-img/a_6NnSb.png""]",https://web.archive.org/web/20200130220055id_/http://theory-tester.com:80/questions/734
735,Managing Risk,At what point is a vehicle load more likely to shift?,When cornering.,"It is the driver’s responsibility to ensure that the load is properly secured and evenly distributed, so that the vehicle can be properly controlled when changing direction and when braking.","[{""index"": 0, ""text"": ""When reversing."", ""is_correct"": false}, {""index"": 1, ""text"": ""When braking gently."", ""is_correct"": false}, {""index"": 2, ""text"": ""When cornering."", ""is_correct"": true}, {""index"": 3, ""text"": ""When overtaking."", ""is_correct"": false}]",[],https://web.archive.org/web/20260124025015id_/http://theory-tester.com/questions/735
736,Managing Risk,What should a driver do if a tyre bursts on the vehicle they are driving?,Hold the steering wheel firmly and pull in on the side of the road.,"If a tyre bursts on your vehicle, keep a firm hold of the steering, slow down gradually and stop where it is safe to do so. Switch on the hazard warning lights.","[{""index"": 0, ""text"": ""Continue at the normal speed and stop at the next garage."", ""is_correct"": false}, {""index"": 1, ""text"": ""Pull on the handbrake to bring the vehicle to a stop."", ""is_correct"": false}, {""index"": 2, ""text"": ""Hold the steering wheel firmly and pull in on the side of the road."", ""is_correct"": true}, {""index"": 3, ""text"": ""Apply the brakes as quickly as possible."", ""is_correct"": false}]",[],https://web.archive.org/web/20251207150742id_/http://theory-tester.com/questions/736
